-19.7906,-46.1458
-20.3947,-45.3489
-21.0019,-44.5542
-21.6297,-43.7259
-22.2267,-42.8805
-22.7613,-42.0018
-23.2121,-41.08
-23.571,-40.1162
-23.843,-39.1187
-24.0394,-38.0997
-24.17,-37.0681
-24.2405,-36.0692
-24.2675,-35.0665
-24.2642,-34.0627
-24.2396,-33.0591
-24.1995,-32.0564
-24.1424,-31.0555
-24.065,-30.0566
-23.9641,-29.0601
-23.8392,-28.0664
-23.6916,-27.0762
-23.5228,-26.0892
-23.3392,-25.1047
-23.1473,-24.122
-22.9468,-23.1414
-22.7338,-22.1638
-22.5049,-21.1899
-22.2589,-20.2203
-21.996,-19.2553
-21.7178,-18.2943
-21.4345,-17.3347
-21.1511,-16.3753
-20.8623,-15.4179
-20.5645,-14.4629
-20.2648,-13.5085
-19.947,-12.5195
-19.5921,-11.5495
-19.1688,-10.6126
-18.665,-9.71607
-18.0841,-8.86233
-17.4412,-8.04888
-16.7492,-7.27555
-16.0108,-6.54513
-15.2637,-5.88004
-14.4539,-5.22973
-13.6086,-4.62398
-12.7709,-4.07698
-11.8751,-3.55164
-10.9515,-3.07904
-10.0015,-2.65852
-9.06849,-2.29701
-8.12181,-1.97029
-7.16525,-1.67382
-6.2006,-1.40563
-5.22867,-1.16447
-4.25103,-0.949054
-3.26803,-0.763799
-2.27935,-0.611688
-1.28573,-0.489914
-0.289666,-0.386426
0.707472,-0.297816
1.70539,-0.228731
2.70502,-0.177223
3.70514,-0.134779
4.70532,-0.0977859
